Book,Page,Chapter Name,POV,Character,Gender,Alive?,Title,Forename,Surname,Old Surname,Alias,Regnal No
A Dance with Dragons,307,The Lost Lord,Jon Connington,"Myles Toyne, Blackheart",M,D,,Myles,Toyne,,Blackheart,
A Dance with Dragons,310,The Lost Lord,Jon Connington,Franklyn Flowers,M,A,,Franklyn,Flowers,,,
A Dance with Dragons,312,The Lost Lord,Jon Connington,Marq Mandrake,M,A,,Marq,Mandrake,,,
A Dance with Dragons,312,The Lost Lord,Jon Connington,"Balaq, Black Balaq",M,A,,Balaq,,,Black Balaq,
A Dance with Dragons,312,The Lost Lord,Jon Connington,Gorys Edoryen,M,A,,Gorys,Edoryen,,,
A Dance with Dragons,312,The Lost Lord,Jon Connington,Lysono Maar,M,A,,Lysono,Maar,,,
A Dance with Dragons,313,The Lost Lord,Jon Connington,Watkyn,M,A,,Watkyn,,,,
A Dance with Dragons,314,The Lost Lord,Jon Connington,Laswell Peake,M,A,,Laswell,Peake,,,
A Dance with Dragons,315,The Lost Lord,Jon Connington,Ser Tristan Rivers,M,A,Ser,Tristan,Rivers,,,
A Dance with Dragons,320,The Windblown,Quentyn Martell,Dick Straw,M,A,,Dick,Straw,,,
A Dance with Dragons,320,The Windblown,Quentyn Martell,"Bill Bone, Old Bill Bone",M,A,,Bill,Bone,,Old Bill Bone,
A Dance with Dragons,320,The Windblown,Quentyn Martell,Myrio Myrakis,M,A,,Myrio,Myrakis,,,
A Dance with Dragons,320,The Windblown,Quentyn Martell,The Tattered Prince,M,A,,?,,,The Tattered Prince,
A Dance with Dragons,320,The Windblown,Quentyn Martell,Caggo,M,A,,Caggo,,,,
A Dance with Dragons,320,The Windblown,Quentyn Martell,"Baqq, Beans",M,A,,Baqq,,,Beans,
A Dance with Dragons,320,The Windblown,Quentyn Martell,Gerrold Redback,M,A,,Gerrold,Redback,,,
A Dance with Dragons,321,The Windblown,Quentyn Martell,"Gerrold, Black Gerrold",M,A,,Gerrold,,,Black Gerrold,
A Dance with Dragons,321,The Windblown,Quentyn Martell,Books,M,A,,Books,,,,
A Dance with Dragons,323,The Windblown,Quentyn Martell,Bloodbeard,M,A,,Bloodbeard,,,,
A Dance with Dragons,323,The Windblown,Quentyn Martell,Yurkhaz zo Yunzak,M,D,,Yurkhaz,zo Yunzak,,,
A Dance with Dragons,323,The Windblown,Quentyn Martell,"Yezzan zo Qaggaz, Yellow Whale",M,D,,Yezzan,zo Qaggaz,,Yellow Whale,
A Dance with Dragons,323,The Windblown,Quentyn Martell,"Malazza, Girl General",F,A,,Malazza,,,Girl General,
A Dance with Dragons,323,The Windblown,Quentyn Martell,"Paezhar zo Myraq, Little Pigeon",M,A,,Paezhar,zo Myraq,,Little Pigeon,
A Dance with Dragons,324,The Windblown,Quentyn Martell,"Ghazdor zo Ahlaq, Lord Wobblecheeks",M,A,,Ghazdor,zo Ahlaq,,Lord Wobblecheeks,
A Dance with Dragons,324,The Windblown,Quentyn Martell,"Morghaz zo Zherzyn, The Drunken Conqueror",M,A,,Morghaz,zo Zherzyn,,The Drunken Conqueror,
A Dance with Dragons,324,The Windblown,Quentyn Martell,The Beastmaster,M,A,,?,,,The Beastmaster,
A Dance with Dragons,324,The Windblown,Quentyn Martell,"Gorzhak zo Eraz, Pudding Face",M,D,,Gorzhak,zo Eraz,,Pudding Face,
A Dance with Dragons,324,The Windblown,Quentyn Martell,"Faezhar zo Faez, The Rabbit",M,A,,Faezhar,zo Faez,,The Rabbit,
A Dance with Dragons,324,The Windblown,Quentyn Martell,The Charioteer,M,A,,?,,,The Charioteer,
A Dance with Dragons,324,The Windblown,Quentyn Martell,The Perfumed Hero,M,A,,?,,,The Perfumed Hero,
A Dance with Dragons,325,The Windblown,Quentyn Martell,Denzo D'han,M,A,,Denzo,D'han,,,
A Dance with Dragons,328,The Windblown,Quentyn Martell,"Meris, Pretty Meris",F,A,,Meris,,,Pretty Meris,
A Dance with Dragons,328,The Windblown,Quentyn Martell,Hugh Hungerford,M,A,,Hugh,Hungerford,,,
A Dance with Dragons,329,The Windblown,Quentyn Martell,Lewis Lanster,M,A,,Lewis,Lanster,,,
A Dance with Dragons,330,The Windblown,Quentyn Martell,Ser Orson Stone,M,A,Ser,Orson,Stone,,,
A Dance with Dragons,330,The Windblown,Quentyn Martell,"Will, Will of the Woods",M,A,,Will,,,Will of the Woods,
A Dance with Dragons,330,The Windblown,Quentyn Martell,Ser Lucifer Long,M,A,Ser,Lucifer,Long,,,
A Dance with Dragons,330,The Windblown,Quentyn Martell,Webber,M,A,,Webber,,,,
A Dance with Dragons,333,The Wayward Bride,Asha Greyjoy,"Quenton Greyjoy, Cousin of Asha",M,D,,Quenton,Greyjoy,,Cousin of Asha,
A Dance with Dragons,333,The Wayward Bride,Asha Greyjoy,"Dagon Greyjoy, The Drunkard",M,D,,Dagon,Greyjoy,,The Drunkard,
A Dance with Dragons,333,The Wayward Bride,Asha Greyjoy,Cromm,M,D,,Cromm,,,,
A Dance with Dragons,335,The Wayward Bride,Asha Greyjoy,"Qarl Kenning, Queer Qarl Kenning",M,A,,Qarl,Kenning,,Queer Qarl Kenning,
A Dance with Dragons,335,The Wayward Bride,Asha Greyjoy,Qarl Quickaxe,M,A,,Qarl,Quickaxe,,,
A Dance with Dragons,339,The Wayward Bride,Asha Greyjoy,"Hagen, The Horn",M,D,,Hagen,,,The Horn,
A Dance with Dragons,341,The Wayward Bride,Asha Greyjoy,"Torgon Greyiron, The Latecomer",M,D,,Torgon,Greyiron,,The Latecomer,
A Dance with Dragons,342,The Wayward Bride,Asha Greyjoy,Urragon Goodbrother,M,D,,Urragon,Goodbrother,,,
A Dance with Dragons,342,The Wayward Bride,Asha Greyjoy,Lorren Longaxe,M,A,,Lorren,Longaxe,,,
A Dance with Dragons,342,The Wayward Bride,Asha Greyjoy,"Harl, Six-Toed Harl",M,U,,Harl,,,Six-Toed Harl,
A Dance with Dragons,342,The Wayward Bride,Asha Greyjoy,Grimtongue,M,A,,Grimtongue,,,,
A Dance with Dragons,344,The Wayward Bride,Asha Greyjoy,"Rolfe, The Dwarf",M,D,,Rolfe,,,The Dwarf,
A Dance with Dragons,346,The Wayward Bride,Asha Greyjoy,"Roggon, Rustbeard",M,A,,Roggon,,,Rustbeard,
A Dance with Dragons,347,The Wayward Bride,Asha Greyjoy,"Dale, Droopeye Dale",M,A,,Dale,,,Droopeye Dale,
A Dance with Dragons,361,Tyrion VII,Tyrion Lannister,Methyso,M,A,,Methyso,,,,
A Dance with Dragons,361,Tyrion VII,Tyrion Lannister,Alios Qhaedar,M,A,,Alios,Qhaedar,,,
A Dance with Dragons,364,Tyrion VII,Tyrion Lannister,"Widow of the Waterfront, Vogarro's Whore",F,A,,?,,,"Widow of the Waterfront, Vogarro's Whore",
A Dance with Dragons,364,Tyrion VII,Tyrion Lannister,Vogarro,M,D,,Vogarro,,,,
A Dance with Dragons,367,Tyrion VII,Tyrion Lannister,Parquello Vaelaros,M,A,,Parquello,Vaelaros,,,
A Dance with Dragons,367,Tyrion VII,Tyrion Lannister,Belicho Staegone,M,A,,Belicho,Staegone,,,
A Dance with Dragons,367,Tyrion VII,Tyrion Lannister,Triarch Trianna,F,A,Triarch,Trianna,,,,
A Dance with Dragons,369,Tyrion VII,Tyrion Lannister,Oppo,M,D,,Oppo,,,,
A Dance with Dragons,370,Tyrion VII,Tyrion Lannister,Penny,F,A,,Penny,,,,
A Dance with Dragons,374,Jon VI,Jon Snow,"Prince Jacaerys Velaryon, Jace",M,D,Prince,Jacaerys,Velaryon,,Jace,
A Dance with Dragons,382,Davos IV,Davos Seaworth,"Garth, Of Wolf's Den",M,A,,Garth,,,Of Wolf's Den,
A Dance with Dragons,383,Davos IV,Davos Seaworth,Therry,M,A,,Therry,,,,
A Dance with Dragons,383,Davos IV,Davos Seaworth,Ser Bartimus,M,A,Ser,Bartimus,,,,
A Dance with Dragons,384,Davos IV,Davos Seaworth,"King Osgood Arryn, The Old Falcon",M,D,King,Osgood,Arryn,,The Old Falcon,
A Dance with Dragons,384,Davos IV,Davos Seaworth,"King Oswin Arryn, The Talon",M,D,King,Oswin,Arryn,,The Talon,
A Dance with Dragons,385,Davos IV,Davos Seaworth,"Brandon Stark, Ice Eyes",M,D,,Brandon,Stark,,Ice Eyes,
A Dance with Dragons,384,Davos IV,Davos Seaworth,Wynafryd Manderly,F,A,,Wynafryd,Manderly,,,
A Dance with Dragons,398,Daenerys V,Daenerys Targaryen,Miklaz,M,A,,Miklaz,,,,
A Dance with Dragons,398,Daenerys V,Daenerys Targaryen,Kezmya Pahl,F,A,,Kezmya,Pahl,,,
A Dance with Dragons,398,Daenerys V,Daenerys Targaryen,Ezzara,F,A,,Ezzara,,,,
A Dance with Dragons,414,Melisandre I,Melisandre,Morgan,M,A,,Morgan,,,,
A Dance with Dragons,414,Melisandre I,Melisandre,Merrel,M,A,,Merrel,,,,
A Dance with Dragons,416,Melisandre I,Melisandre,"Alf, Of Runnymudd",M,A,,Alf,,,Of Runnymudd,
A Dance with Dragons,422,Reek III,Theon Greyjoy,Lord Harwood Stout,M,A,Lord,Harwood,Stout,,,
A Dance with Dragons,422,Reek III,Theon Greyjoy,Will Short,M,A,,Will,Short,,,
A Dance with Dragons,424,Reek III,Theon Greyjoy,Lady Barbrey Dustin (Ryswell),F,A,Lady,Barbrey,Dustin,Ryswell,,
A Dance with Dragons,424,Reek III,Theon Greyjoy,Roose Ryswell,M,A,,Roose,Ryswell,,,
A Dance with Dragons,429,Reek III,Theon Greyjoy,Luton,M,D,,Luton,,,,
A Dance with Dragons,430,Reek III,Theon Greyjoy,Maester Uthor,M,U,Maester,Uthor,,,,
A Dance with Dragons,434,Tyrion VIII,Tyrion Lannister,Moqorro,M,A,,Moqorro,,,,
A Dance with Dragons,439,Tyrion VIII,Tyrion Lannister,Triarch Belicho,M,D,Triarch,Belicho,,,,
A Dance with Dragons,443,Tyrion VIII,Tyrion Lannister,Hop-Bean,M,D,,Hop-Bean,,,,
A Dance with Dragons,448,Bran III,Bran Stark,Ash,?,A,,Ash,,,,
A Dance with Dragons,448,Bran III,Bran Stark,Leaf,F,A,,Leaf,,,,
A Dance with Dragons,448,Bran III,Bran Stark,Scales,?,A,,Scales,,,,
A Dance with Dragons,448,Bran III,Bran Stark,Black Knife,?,A,,Black Knife,,,,
A Dance with Dragons,448,Bran III,Bran Stark,Snowylocks,F,A,,Snowylocks,,,,
A Dance with Dragons,448,Bran III,Bran Stark,Coals,?,A,,Coals,,,,
A Dance with Dragons,463,Jon VII,Jon Snow,Tom Barleycorn,M,A,,Tom,Barleycorn,,,
A Dance with Dragons,463,Jon VII,Jon Snow,"Duncan Liddle, Big Liddle",M,A,,Duncan,Liddle,,Big Liddle,
A Dance with Dragons,463,Jon VII,Jon Snow,"Luke, Of Longtown",M,A,,Luke,,,Of Longtown,
A Dance with Dragons,463,Jon VII,Jon Snow,Leathers,M,A,,Leathers,,,,
A Dance with Dragons,463,Jon VII,Jon Snow,Jax,M,A,,Jax,,,,
A Dance with Dragons,470,Jon VII,Jon Snow,Alysane Mormont,F,A,,Alysane,Mormont,,,
A Dance with Dragons,485,The Prince of Winterfell,Theon Greyjoy,Lord Slate,M,U,Lord,?,Slate,,,
A Dance with Dragons,495,The Prince of Winterfell,Theon Greyjoy,Maester Medrick,M,A,Maester,Medrick,,,,
A Dance with Dragons,495,The Prince of Winterfell,Theon Greyjoy,Maester Rhodry,M,A,Maester,Rhodry,,,,
A Dance with Dragons,495,The Prince of Winterfell,Theon Greyjoy,Maester Henly,M,A,Maester,Henly,,,,
A Dance with Dragons,495,The Prince of Winterfell,Theon Greyjoy,Maester Walys (Flowers),M,D,Maester,Walys,,Flowers,,
A Dance with Dragons,500,The Watcher,Areo Hotah,"Daenerys Targaryen, Daughter of Aegon IV",F,D,,Daenerys,Targaryen,,Daughter of Aegon IV,
A Dance with Dragons,517,Jon VIII,Jon Snow,"Wun Weg Wun Dar Wun, Wun Wun",M,A,,Wun,Weg Wun Dar Wun,,Wun Wun,
A Dance with Dragons,539,The Turncloak,Theon Greyjoy,Myrtle,F,D,,Myrtle,,,,
A Dance with Dragons,539,The Turncloak,Theon Greyjoy,Holly,F,D,,Holly,,,,
A Dance with Dragons,539,The Turncloak,Theon Greyjoy,Rowan,F,D,,Rowan,,,,
A Dance with Dragons,544,The Turncloak,Theon Greyjoy,"Beron, Serjeant for House Dustin",M,A,,Beron,,,Serjeant for House Dustin,
A Dance with Dragons,551,The King's Prize,Asha Greyjoy,"Morgan Liddle, Middle Liddle",M,A,,Morgan,Liddle,,Middle Liddle,
A Dance with Dragons,551,The King's Prize,Asha Greyjoy,"Lord Brandon Norrey, The Norrey",M,A,Lord,Brandon,Norrey,,The Norrey,
A Dance with Dragons,551,The King's Prize,Asha Greyjoy,"Hugo Wull, Big Bucket Wull",M,A,,Hugo,Wull,,Big Bucket Wull,
A Dance with Dragons,551,The King's Prize,Asha Greyjoy,Artos Flint,M,A,,Artos,Flint,,,
A Dance with Dragons,551,The King's Prize,Asha Greyjoy,Lord Robin Peasebury,M,A,Lord,Robin,Peasebury,,,
A Dance with Dragons,554,The King's Prize,Asha Greyjoy,Lyra Mormont,F,A,,Lyra,Mormont,,,
A Dance with Dragons,554,The King's Prize,Asha Greyjoy,"Jorelle Mormont, Jory",F,A,,Jorelle,Mormont,,Jory,
A Dance with Dragons,557,The King's Prize,Asha Greyjoy,Benjicot Branch,M,A,,Benjicot,Branch,,,
A Dance with Dragons,559,The King's Prize,Asha Greyjoy,Ser Harys Cobb,M,A,Ser,Harys,Cobb,,,
A Dance with Dragons,559,The King's Prize,Asha Greyjoy,"William Foxglove, Will Foxglove",M,A,,William,Foxglove,,Will Foxglove,
A Dance with Dragons,560,The King's Prize,Asha Greyjoy,"Donnel Flint, Black Donnel Flint",M,A,,Donnel,Flint,,Black Donnel Flint,
A Dance with Dragons,569,Daenerys VII,Daenerys Targaryen,"Jack, Ginger Jack",M,A,,Jack,,,Ginger Jack,
A Dance with Dragons,579,Jon IX,Jon Snow,Ser Narbert Grandison,M,A,Ser,Narbert,Grandison,,,
A Dance with Dragons,579,Jon IX,Jon Snow,Ser Benethon Scales,M,A,Ser,Benethon,Scales,,,
A Dance with Dragons,579,Jon IX,Jon Snow,Ser Brus Buckler,M,A,Ser,Brus,Buckler,,,
A Dance with Dragons,579,Jon IX,Jon Snow,"Ser Patrek, Of King's Mountain",M,D,Ser,Patrek,,,Of King's Mountain,
A Dance with Dragons,579,Jon IX,Jon Snow,"Ser Dorden, The Dour",M,A,Ser,Dorden,,,The Dour,
A Dance with Dragons,579,Jon IX,Jon Snow,"Ser Malegorn, Of Redpool",M,A,Ser,Malegorn,,,Of Redpool,
A Dance with Dragons,579,Jon IX,Jon Snow,Ser Lambert Whitewater,M,A,Ser,Lambert,Whitewater,,,
A Dance with Dragons,579,Jon IX,Jon Snow,Ser Perkin Follard,M,A,Ser,Perkin,Follard,,,
A Dance with Dragons,580,Jon IX,Jon Snow,Tycho Nestoris,M,A,,Tycho,Nestoris,,,
A Dance with Dragons,588,Jon IX,Jon Snow,Dannel,M,A,,Dannel,,,,
A Dance with Dragons,590,Jon IX,Jon Snow,Cregan Karstark,M,A,,Cregan,Karstark,,,
A Dance with Dragons,594,The Blind Girl,Arya Stark,Tormo Fregar,M,A,,Tormo,Fregar,,,
A Dance with Dragons,601,The Blind Girl,Arya Stark,Pynto,M,A,,Pynto,,,,
A Dance with Dragons,608,A Ghost in Winterfell,Theon Greyjoy,"Gelmarr, The Grim",M,D,,Gelmarr,,,The Grim,
A Dance with Dragons,622,Tyrion X,Tyrion Lannister,Nurse,M,D,,Nurse,,,,
A Dance with Dragons,624,Tyrion X,Tyrion Lannister,Zahrina,F,A,,Zahrina,,,,
A Dance with Dragons,627,Tyrion X,Tyrion Lannister,Sweets,?,U,,Sweets,,,,
A Dance with Dragons,634,Jaime I,Jaime Lannister,Hildy,M,A,,Hildy,,,,
A Dance with Dragons,636,Jaime I,Jaime Lannister,Lady Barba Bracken,F,D,Lady,Barba,Bracken,,,
A Dance with Dragons,636,Jaime I,Jaime Lannister,Lady Melissa Blackwood,F,D,Lady,Melissa,Blackwood,,,
A Dance with Dragons,640,Jaime I,Jaime Lannister,Bethany Blackwood,F,A,,Bethany,Blackwood,,,
A Dance with Dragons,640,Jaime I,Jaime Lannister,"Benjicot Blackwood, Bloody Ben Blackwood",M,D,,Benjicot,Blackwood,,Bloody Ben Blackwood,
A Dance with Dragons,640,Jaime I,Jaime Lannister,Robert Blackwood,M,D,,Robert,Blackwood,,,
A Dance with Dragons,640,Jaime I,Jaime Lannister,Brynden Blackwood,M,A,,Brynden,Blackwood,,,
A Dance with Dragons,640,Jaime I,Jaime Lannister,"Hoster Blackwood, Hos",M,A,,Hoster,Blackwood,,Hos,
A Dance with Dragons,640,Jaime I,Jaime Lannister,"Harry Rivers, Bastard of Bracken",M,D,,Harry,Rivers,,Bastard of Bracken,
A Dance with Dragons,644,Jaime I,Jaime Lannister,"Harry Merrell, Hot Harry Merrell",M,A,,Harry,Merrell,,Hot Harry Merrell,
A Dance with Dragons,645,Jaime I,Jaime Lannister,Harsley,M,D,,Harsley,,,,
A Dance with Dragons,645,Jaime I,Jaime Lannister,Lacey,F,D,,Lacey,,,,
A Dance with Dragons,655,Jon X,Jon Snow,"Lord Torghen Flint, Old Flint/The Flint",M,A,Lord,Torghen,Flint,,Old Flint/The Flint,
A Dance with Dragons,662,Daenerys VIII,Daenerys Targaryen,Gylo Rhegan,M,A,,Gylo,Rhegan,,,
A Dance with Dragons,663,Daenerys VIII,Daenerys Targaryen,Hero,M,A,,Hero,,,,
A Dance with Dragons,663,Daenerys VIII,Daenerys Targaryen,Marghaz zo Loraq,M,A,,Marghaz,zo Loraq,,,
A Dance with Dragons,673,Theon I,Theon Greyjoy,Squirrel,F,D,,Squirrel,,,,
A Dance with Dragons,679,Theon I,Theon Greyjoy,"Willow, Willow Witch-eye",F,D,,Willow,,,Willow Witch-eye,
A Dance with Dragons,674,Theon I,Theon Greyjoy,Frenya,F,D,,Frenya,,,,
A Dance with Dragons,742,The Iron Suitor,Victarion Greyjoy,"Tom Codd, Bloodless Tom",M,A,,Tom,Codd,,Bloodless Tom,
A Dance with Dragons,742,The Iron Suitor,Victarion Greyjoy,"Daegon Shepherd, The Black Shepherd",M,A,,Daegon,Shepherd,,The Black Shepherd,
A Dance with Dragons,742,The Iron Suitor,Victarion Greyjoy,"Rodrik Sparr, The Vole",M,A,,Rodrik,Sparr,,The Vole,
A Dance with Dragons,734,The Queensguard,Barristan Selmy,Maester Kerwin,M,D,Maester,Kerwin,,,,
A Dance with Dragons,747,The Iron Suitor,Victarion Greyjoy,Burton Humble,M,A,,Burton,Humble,,,
A Dance with Dragons,749,The Iron Suitor,Victarion Greyjoy,Longwater Pyke,M,A,,Longwater,Pyke,,,
A Dance with Dragons,756,Tyrion XI,Tyrion Lannister,Scar,M,U,,Scar,,,,
A Dance with Dragons,758,Tyrion XI,Tyrion Lannister,Morgo,M,U,,Morgo,,,,
A Dance with Dragons,767,Tyrion XI,Tyrion Lannister,Viserys Plumm,M,D,,Viserys,Plumm,,,
A Dance with Dragons,768,Tyrion XI,Tyrion Lannister,"Tybero Istarion, Inkpots",M,A,,Tybero,Istarion,,Inkpots,
A Dance with Dragons,768,Tyrion XI,Tyrion Lannister,"Kasporio, The Cunning/The Cunt",M,A,,Kasporio,,,The Cunning/The Cunt,
A Dance with Dragons,770,Jon XII,Jon Snow,"Maris, Black Maris",F,A,,Maris,,,Black Maris,
A Dance with Dragons,771,Jon XII,Jon Snow,"Fulk, The Flea",M,A,,Fulk,,,The Flea,
A Dance with Dragons,771,Jon XII,Jon Snow,"Garrett, Garrett Greenspear",M,A,,Garrett,,,Garrett Greenspear,
A Dance with Dragons,773,Jon XII,Jon Snow,Soren Shieldbreaker,M,A,,Soren,Shieldbreaker,,,
A Dance with Dragons,773,Jon XII,Jon Snow,Gerrick Kingsblood,M,A,,Gerrick,Kingsblood,,,
A Dance with Dragons,773,Jon XII,Jon Snow,"Harle, The Huntsman",M,A,,Harle,,,The Huntsman,
A Dance with Dragons,773,Jon XII,Jon Snow,"Harle, The Handsome",M,A,,Harle,,,The Handsome,
A Dance with Dragons,773,Jon XII,Jon Snow,Howd Wanderer,M,A,,Howd,Wanderer,,,
A Dance with Dragons,773,Jon XII,Jon Snow,Brogg,M,A,,Brogg,,,,
A Dance with Dragons,773,Jon XII,Jon Snow,Devyn Sealskinner,M,A,,Devyn,Sealskinner,,,
A Dance with Dragons,773,Jon XII,Jon Snow,"Kyleg, Of the Wooden Ear",M,A,,Kyleg,,,Of the Wooden Ear,
A Dance with Dragons,773,Jon XII,Jon Snow,"Morna, White Mask",F,A,,Morna,,,White Mask,
A Dance with Dragons,773,Jon XII,Jon Snow,The Great Walrus,?,A,,?,,,The Great Walrus,
A Dance with Dragons,784,The Discarded Knight,Barristan Selmy,"Harghaz, The Hero",M,D,,Harghaz,,,The Hero,
A Dance with Dragons,802,The Griffin Reborn,Jon Connington,Malo Jayn,M,A,,Malo,Jayn,,,
A Dance with Dragons,802,The Griffin Reborn,Jon Connington,Ser Brendel Byrne,M,A,Ser,Brendel,Byrne,,,
A Dance with Dragons,803,The Griffin Reborn,Jon Connington,Lord Armond Connington,M,D,Lord,Armond,Connington,,,
A Dance with Dragons,804,The Griffin Reborn,Jon Connington,Ser Ronald Connington,M,D,Ser,Ronald,Connington,,,
A Dance with Dragons,805,The Griffin Reborn,Jon Connington,Raymund Connington,M,A,,Raymund,Connington,,,
A Dance with Dragons,805,The Griffin Reborn,Jon Connington,Alynne Connington,F,A,,Alynne,Connington,,,
A Dance with Dragons,805,The Griffin Reborn,Jon Connington,Ronald Storm,M,A,,Ronald,Storm,,,
A Dance with Dragons,810,The Griffin Reborn,Jon Connington,Dick Cole,M,A,,Dick,Cole,,,
A Dance with Dragons,810,The Griffin Reborn,Jon Connington,Lymond Pease,M,A,,Lymond,Pease,,,
A Dance with Dragons,817,The Sacrifice,Asha Greyjoy,"Canty, Man-at-arms in Stannis' army",M,A,,Canty,,,Man-at-arms in Stannis' army,
A Dance with Dragons,821,The Sacrifice,Asha Greyjoy,Ser Humfrey Clifton,M,A,Ser,Humfrey,Clifton,,,
A Dance with Dragons,821,The Sacrifice,Asha Greyjoy,Ser Ormund Wylde,M,A,Ser,Ormund,Wylde,,,
A Dance with Dragons,822,The Sacrifice,Asha Greyjoy,"Ned Woods, Noseless Ned",M,A,,Ned,Woods,,Noseless Ned,
A Dance with Dragons,823,The Sacrifice,Asha Greyjoy,Arthor Karstark,M,A,,Arthor,Karstark,,,
A Dance with Dragons,825,The Sacrifice,Asha Greyjoy,Fingers,M,A,,Fingers,,,,
A Dance with Dragons,825,The Sacrifice,Asha Greyjoy,Rook,M,A,,Rook,,,,
A Dance with Dragons,828,Victarion I,Victarion Greyjoy,Tom Tidewood,M,A,,Tom,Tidewood,,,
A Dance with Dragons,829,Victarion I,Victarion Greyjoy,"Steffar, Steffar Stammerer",M,A,,Steffar,,,Steffar Stammerer,
A Dance with Dragons,830,Victarion I,Victarion Greyjoy,Manfryd Merlyn,M,A,,Manfryd,Merlyn,,,
A Dance with Dragons,846,The Ugly Little Girl,Arya Stark,Izembaro,M,A,,Izembaro,,,,
A Dance with Dragons,859,Cersei II,Cersei Lannister,Ser Robert Strong,M,U,Ser,Robert,Strong,,,
A Dance with Dragons,861,Tyrion XII,Tyrion Lannister,Bokkoko,M,A,,Bokkoko,,,,
A Dance with Dragons,864,Tyrion XII,Tyrion Lannister,Snatch,M,A,,Snatch,,,,
A Dance with Dragons,866,Tyrion XII,Tyrion Lannister,Kem,M,A,,Kem,,,,
A Dance with Dragons,866,Tyrion XII,Tyrion Lannister,Hammer,M,A,,Hammer,,,,
A Dance with Dragons,866,Tyrion XII,Tyrion Lannister,Kennet,M,D,,Kennet,,,,
A Dance with Dragons,867,Tyrion XII,Tyrion Lannister,Nail,M,A,,Nail,,,,
A Dance with Dragons,873,The Kingbreaker,Barristan Selmy,Steelskin,M,A,,Steelskin,,,,
A Dance with Dragons,875,The Kingbreaker,Barristan Selmy,Shiera Seastar,F,D,,Shiera,Seastar,,,
A Dance with Dragons,875,The Kingbreaker,Barristan Selmy,Grazdar,M,A,,Grazdar,,,,
A Dance with Dragons,875,The Kingbreaker,Barristan Selmy,Azzak,?,A,,Azzak,,,,
A Dance with Dragons,875,The Kingbreaker,Barristan Selmy,Bhakaz,M,A,,Bhakaz,,,,
A Dance with Dragons,876,The Kingbreaker,Barristan Selmy,Dhazzar,?,A,,Dhazzar,,,,
A Dance with Dragons,877,The Kingbreaker,Barristan Selmy,Tumco Lho,M,A,,Tumco,Lho,,,
A Dance with Dragons,877,The Kingbreaker,Barristan Selmy,"Larraq, The Lash",M,A,,Larraq,,,The Lash,
A Dance with Dragons,877,The Kingbreaker,Barristan Selmy,The Red Lamb,M,A,,?,,,The Red Lamb,
A Dance with Dragons,878,The Kingbreaker,Barristan Selmy,"Lord Walter Whent, Old Lord Whent",M,U,Lord,Walter,Whent,,Old Lord Whent,
A Dance with Dragons,882,The Kingbreaker,Barristan Selmy,Draqaz,?,A,,Draqaz,,,,
A Dance with Dragons,886,The Kingbreaker,Barristan Selmy,Jezhene,F,A,,Jezhene,,,,
A Dance with Dragons,904,Jon XIII,Jon Snow,"Gavin, The Trader",M,A,,Gavin,,,The Trader,
A Dance with Dragons,904,Jon XIII,Jon Snow,"Doss, Blind Doss",M,A,,Doss,,,Blind Doss,
A Dance with Dragons,904,Jon XIII,Jon Snow,Ygon Oldfather,M,A,,Ygon,Oldfather,,,
A Dance with Dragons,917,The Queen's Hand,Barristan Selmy,Tal Toraq,M,A,,Tal,Toraq,,,
A Dance with Dragons,917,The Queen's Hand,Barristan Selmy,Jokin,M,A,,Jokin,,,,
A Dance with Dragons,918,The Queen's Hand,Barristan Selmy,The Widower,M,A,,?,,,The Widower,
A Dance with Dragons,966,Appendix,N/A,Lord Renfred Rykker,M,A,Lord,Renfred,Rykker,,,
A Dance with Dragons,966,Appendix,N/A,Tyrion Tanner,M,A,,Tyrion,Tanner,,,
A Dance with Dragons,971,Appendix,N/A,Eerl Harlaw,M,A,,Eerl,Harlaw,,,
A Dance with Dragons,979,Appendix,N/A,Ser Richard Morrigen,M,A,Ser,Richard,Morrigen,,,
A Dance with Dragons,979,Appendix,N/A,Lord Arstan Selmy,M,A,Lord,Arstan,Selmy,,,
A Dance with Dragons,979,Appendix,N/A,Lord Casper Wylde,M,A,Lord,Casper,Wylde,,,
A Dance with Dragons,980,Appendix,N/A,Lord Sebastion Errol,M,A,Lord,Sebastion,Errol,,,
A Dance with Dragons,980,Appendix,N/A,Lord Clifford Swann,M,A,Lord,Clifford,Swann,,,
A Dance with Dragons,980,Appendix,N/A,Lady Mary Mertyns,F,A,Lady,Mary,Mertyns,,,
A Dance with Dragons,985,Appendix,N/A,Lady Alysanne Lefford,F,A,Lady,Alysanne,Lefford,,,
A Dance with Dragons,985,Appendix,N/A,Ser Lorent Lorch,M,A,Ser,Lorent,Lorch,,,
A Dance with Dragons,985,Appendix,N/A,Ser Tybolt Hetherspoon,M,A,Ser,Tybolt,Hetherspoon,,,
A Dance with Dragons,987,Appendix,N/A,Lord Quentyn Qorgyle,M,A,Lord,Quentyn,Qorgyle,,,
A Dance with Dragons,988,Appendix,N/A,Ser Symon Santagar,M,A,Ser,Symon,Santagar,,,
A Dance with Dragons,988,Appendix,N/A,Lord Trebor Jordayne,M,A,Lord,Trebor,Jordayne,,,
A Dance with Dragons,988,Appendix,N/A,Lord Daeron Vaith,M,A,Lord,Daeron,Vaith,,,
