Book	Page	Chapter Name	POV	Full name	Gender	Status	Birth	Death	Culture	Title	Forename	Surname	Old Surname	Alias	Regnal No
The World of Ice and Fire	163	The Vale	Maester Yandel	Lord Corwyn Corbray	M	H	Andal Invasion		Andal	Ser, Lord	Corwyn	Corbray			
The World of Ice and Fire	163	The Vale	Maester Yandel	King Osgood III Shett, King of the True Men	M	H	Andal Invasion		First Men	King	Osgood	Shett			III
The World of Ice and Fire	163	The Vale	Maester Yandel	King Yorwyck VI Royce	M	H	Andal Invasion		First Men	King	Yorwyck	Royce			VI
The World of Ice and Fire	163	The Vale	Maester Yandel	King Gerold Grafton	M	H	Andal Invasion		Andal	Ser, King	Gerold	Grafton			
The World of Ice and Fire	164	The Vale	Maester Yandel	High King Robar II Royce	M	H	Andal Invasion		First Men	King	Robar	Royce			II
The World of Ice and Fire	164	The Vale	Maester Yandel	Ursula Upcliff, Bride of the Merling King	F	H	Andal Invasion		First Men		Ursula	Upcliff		Bride of the Merling King	
The World of Ice and Fire	165	The Vale	Maester Yandel	King Qyle Corbray	M	H	Andal Invasion		Andal	King	Qyle	Corbray			
The World of Ice and Fire	165	The Vale	Maester Yandel	Nicknamed King, Hammer of the Hills	M	H	Andal Invasion		Andal	King	?			Hammer of the Hills	
The World of Ice and Fire	165	The Vale	Maester Yandel	King Artys I Arryn, the Falcon Knight	M	H	Andal Invasion		Andal	King	Artys	Arryn		The Falcon Knight	I
The World of Ice and Fire	165	The Vale	Maester Yandel	Septon Mallow	M	H	Andal Invasion		Andal	Septon	Mallow				
The World of Ice and Fire	166	The Vale	Maester Yandel	Torgold Tollett, Torgold the Grim	M	H	Andal Invasion		Andal		Torgold	Tollet		Torgold the Grim	
The World of Ice and Fire	166	The Vale	Maester Yandel	Ser Luceon Templeton	M	H	Andal Invasion		Andal	Ser	Luceon	Templeton			
The World of Ice and Fire	166	The Vale	Maester Yandel	Ser Jaime Corbray	M	H	Andal Invasion		Andal	Ser	Jaime	Corbray			
The World of Ice and Fire	167	The Vale	Maester Yandel	King Osric V Arryn	M	H	Andal Invasion		Andal	King	Osric	Arryn			V
The World of Ice and Fire	167	The Vale	Maester Yandel	Archmaester Arnel	M	H	?		?	Archmaester	Arnel				
The World of Ice and Fire	168	The Vale	Maester Yandel	King Hugh Arryn, Hugh the Fat	M	H	Andal Invasion		Andal	King	Hugh	Arryn		Hugh the Fat	
The World of Ice and Fire	168	The Vale	Maester Yandel	King Hugo Arryn, Hugo the Hopeful	M	H	Andal Invasion		Andal	King	Hugo	Arryn			
The World of Ice and Fire	168	The Vale	Maester Yandel	King Alester II Arryn	M	H	Andal Invasion		Andal	King	Alester	Arryn			II
The World of Ice and Fire	168	The Vale	Maester Yandel	Queen Arwen Upcliff, wife to Alester II Arryn	F	H	Andal Invasion		?	Queen	Arwen	Upcliff			
The World of Ice and Fire	168	The Vale	Maester Yandel	Lord Belthasar Bolton	M	H	Andal Invasion		First Men	Lord	Belthasar	Bolton			
The World of Ice and Fire	168	The Vale	Maester Yandel	King Mathos II Arryn	M	H	Andal Invasion		Andal	King	Mathos	Arryn			II
The World of Ice and Fire	170	House Arryn	Maester Yandel	Lord Yorbert Royce	M	H	?	?	Valemen	Lord, Lord Protector	Yorbert	Royce			
The World of Ice and Fire	172	The Eyrie	Maester Yandel	King Roland I Arryn	M	H	Andal Invasion		Andal	King	Roland	Arryn			I
The World of Ice and Fire	172	The Eyrie	Maester Yandel	Queen Teora Hunter/Arryn, wife of Roland I Arryn	F	H	Andal Invasion		First Men	Queen	Teora	Arryn	Hunter		
The World of Ice and Fire	172	The Eyrie	Maester Yandel	King Roland II Arryn	M	H	Andal Invasion		Andal	King	Roland	Arryn			II
The World of Ice and Fire	172	The Eyrie	Maester Yandel	King Robin Arryn	M	H	Andal Invasion		Andal	King	Robin	Arryn			
The World of Ice and Fire	172	The Eyrie	Maester Yandel	Maester Quince, 1st Maester of the Eyrie	M	H	Andal Invasion		?	Maester at the Eyrie	Quince				
The World of Ice and Fire	175	The Iron Islands	Maester Yandel	Sauron, Sauron Salt-Tongue	M	H	?	?	Ironborn	Drowned Priest	Sauron			Sauron Salt-Tongue	
The World of Ice and Fire	176	The Iron Islands	Maester Yandel	Archmmaester Hake	M	H	?	?	Ironborn	Archmaester	Hake				
The World of Ice and Fire	177	The Iron Islands	Maester Yandel	Torgon the Terrible	M	F	Age of Heroes		Ironborn		Torgon			The Terrible	
The World of Ice and Fire	177	The Iron Islands	Maester Yandel	Jorl the Whale	M	F	Age of Heroes		Ironborn		Jorl			The Whale	
The World of Ice and Fire	177	The Iron Islands	Maester Yandel	Dagon Drumm, the Necromancer	M	F	Age of Heroes		Ironborn		Dagon	Drumm		The Necromancer	
The World of Ice and Fire	177	The Iron Islands	Maester Yandel	Hrothgar of Pyke	M	F	Age of Heroes		Ironborn		Hrothgar			Of Pyke	
The World of Ice and Fire	177	The Iron Islands	Maester Yandel	Ragged Ralf of Old Wyk	M	F	Age of Heroes		Ironborn		Ralf			Of Old Wyk	
The World of Ice and Fire	177	The Iron Islands	Maester Yandel	Balon Blackskin	M	F	Age of Heroes		Ironborn		Balon			Blackskin	
The World of Ice and Fire	179	Driftwood Crowns	Maester Yandel	Galon Whitestaff	M	H	Age of Heroes		Ironborn	Drowned Priest	Galon				
The World of Ice and Fire	179	Driftwood Crowns	Maester Yandel	King Erich I Greyiron, Erich the Ugly	M	H	Age of Heroes		Ironborn	King	Erich	Greyiron		Erich the Ugly	I
The World of Ice and Fire	179	Driftwood Crowns	Maester Yandel	King Regnar Drumm, Raven-feeder	M	H	Age of Heroes		Ironborn	King	Regnar	Drumm		Raven-feeder	
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	King Theon III Greyjoy	M	H	Age of Heroes		Ironborn	King	Theon	Greyjoy			III
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	King Lymond Hightower, the Sea Lion	M	H	Age of Heroes		Ironborn	King, Lord	Lymond	Hightower		The Sea Lion	
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	Gylbert Farman	M	H	Andal Invasion		Westermen		Gilbert	Farman			
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	Lord Herrock Kenning, Herrock the Whoreson	M	H	Andal Invasion		Ironborn	Lord	Herrock	Kenning		Herrock the Whoreson	
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	King Gerold Lannister, the Great	M	H	Andal Invasion		Westermen	King	Gerold	Lannister		The Great	
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	King Balon V Greyjoy, Coldwind	M	H	?		Ironborn	King	Balon	Greyjoy		Coldwinf	V
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	King Erich V Harlaw	M	H	?		Ironborn	King	Erich	Harlaw			V
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	King Harron Harlaw, son of Erich V	M	H	?		Ironborn	King	Harron	Harlaw			
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	King Gareth II Gardener, the Grim	M	H	Age of Heroes		First Men	King	Gareth	Gardener		The Grim	II
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	King Joron I Blacktyde	M	H	Age of Heroes		Ironborn	King	Joron	Blacktyde			I
The World of Ice and Fire	180	Driftwood Crowns	Maester Yandel	King Gyles II Gardener	M	H	Age of Heroes		First Men	King	Gyles				II
The World of Ice and Fire	182	Driftwood Crowns	Maester Yandel	King Urragon IV Greyiron	M	H	Around 5000 BC		Ironborn	King	Urragon	Greyiron			IV
The World of Ice and Fire	182	The Iron Kings	Maester Yandel	King Garth VII Gardener, the Goldenhand,  Garth Goldenhand	M	H	Age of Heroes		First Men	King	Garth	Gardener		The Goldenhand, Garth Goldenhand	VII
The World of Ice and Fire	182	The Iron Kings	Maester Yandel	King Rognar II Greyiron	M	H	Andal Invasion		Ironborn	King	Rognar	Greyiron			II
The World of Ice and Fire	182	The Iron Kings	Maester Yandel	King Harras Hoare, Harras Stump-hand	M	H	Andal Invasion		Ironborn	King	Harras	Hoare		Harras Stump-hand	
The World of Ice and Fire	183	The Black Blood	Maester Yandel	King Wulfgar Hoare, Wulfgar the Widowmaker	M	H	Andal Invasion		Ironborn	King	Wulfgar	Hoare		Wulfgar the Widowmaker	
The World of Ice and Fire	183	The Black Blood	Maester Yandel	King Horgan Hoare, Horgan Priestkiller	M	H	Andal Invasion		Ironborn	King	Horgan	Hoare		Horgan Priestkiller	
The World of Ice and Fire	183	The Black Blood	Maester Yandel	King Fergon Hoare, Fergon the Fierce	M	H	Andal Invasion		Ironborn	King	Fergon	Hoare		Fergon the Fierce	
The World of Ice and Fire	183	The Black Blood	Maester Yandel	King Othgar Hoare, Othgar the Soulless	M	H	Andal Invasion		Ironborn	King	Othgar	Hoare		Othgar the Soulless	
The World of Ice and Fire	183	The Black Blood	Maester Yandel	King Othgar Hoare, Othgar the Demonlover	M	H	Andal Invasion		Ironborn	King	Othgar	Hoare		Othgar the Demonlover	
The World of Ice and Fire	183	The Black Blood	Maester Yandel	King Craghorn Hoare, Craghorn of the Red Smile	M	H	Andal Invasion		Ironborn	King	Craghorn	Hoare		Craghorn of the Red Smile	
The World of Ice and Fire	184	The Black Blood	Maester Yandel	King Harmund I Hoare, Harmund the Host	M	H	Andal Invasion		Ironborn	King	Harmund	Hoare		Harmund the Host	I
The World of Ice and Fire	184	The Black Blood	Maester Yandel	King Harmund II Hoare, Harmund the Haggler	M	H	Andal Invasion		Ironborn	King	Harmund	Hoare		Harmund the Haggler	II
The World of Ice and Fire	184	The Black Blood	Maester Yandel	King Harmund III Hoare, Harmund the Handsome	M	H	Andal Invasion		Ironborn	King	Harmund	Hoare		Harmund the Handsome	III
The World of Ice and Fire	184	The Black Blood	Maester Yandel	Queen Lelia Lannister, wife to King Harmund II	F	H	Andal Invasion		Westermen	Queen	Lelia	Lannister		The fairest flower of the West	
The World of Ice and Fire	184	The Black Blood	Maester Yandel	Nicknamed, The Shrike	M	H	Andal Invasion		Ironborn	Drowned Priest	?			The Shrike	
The World of Ice and Fire	184	The Black Blood	Maester Yandel	King Hagon Hoare, Hagon the Heartless, Hagon the Terrible	M	H	Andal Invasion		Ironborn	King	Hagon	Hoare		Hagon the Heartless, Hagon the Terrible	
The World of Ice and Fire	185	The Black Blood	Maester Yandel	King Aubrey Crakehall	M	H	Andal Invasion		Westermen	Ser, King	Aubrey	Crakehall		King Aubrey	
The World of Ice and Fire	185	The Black Blood	Maester Yandel	King Qhorwyn Hoare, Qhorwyn the Cunning	M	H	Before the Conquest		Ironborn	King	Qhorwyn	Hoare		Qhorwyn the Cunning	
The World of Ice and Fire	186	The Black Blood	Maester Yandel	Prince Harlan Hoare	M	H	Before the Conquest		Ironborn	Prince	Harlan	Hoare			
The World of Ice and Fire	186	The Black Blood	Maester Yandel	King Halleck Hoare	M	H	Before the Conquest		Ironborn	King	Halleck	Hoare			
The World of Ice and Fire	187	The Greyjoys of Pyke	Maester Yandel	Lord Qhorin Volmark	M	H	?	2 AC	Ironborn	Lord, King (claimant)	Qhorin	Volmark			
The World of Ice and Fire	189	The Red Kraken	Maester Yandel	Lady Johanna Westerling/Lannister, widow of Lord Jason Lannister	F	H	?	134 AC or after	Westermen	Lady	Johanna	Lannister	Westerling		
The World of Ice and Fire	190	The Red Kraken	Maester Yandel	Veron Greyjoy	M	H	?	131 AC or after	Ironborn		Veron	Greyjoy			
The World of Ice and Fire	190	The Red Kraken	Maester Yandel	Tess	F	H	?	131 - 134 AC	Westermen		Tess				
The World of Ice and Fire	190	The Red Kraken	Maester Yandel	Ser Leo Costayne	M	H	?	134 AC	Reachmen	Ser, Lord Admiral	Leo	Costayne			
The World of Ice and Fire	190	The Old Way and the New	Maester Yandel	Alton Greyjoy, the Holy Fool	M	H	?	?	Ironborn	Lord	Alton	Greyjoy		The Holy Fool	
The World of Ice and Fire	190	The Old Way and the New	Maester Yandel	Lord Torwyn Greyjoy	M	H	?	?	Ironborn	Lord	Torwyn	Greyjoy			
The World of Ice and Fire	190	The Old Way and the New	Maester Yandel	Lord Loron Greyjoy, the Bard	M	H	?	?	Ironborn	Lord	Loron	Greyjoy		The Bard	
The World of Ice and Fire	190	The Old Way and the New	Maester Yandel	Ser Desmond Mallister	M	H	?	?	Rivermen	Ser	Desmond	Mallister			
The World of Ice and Fire	195	The Westerlands	Maester Yandel	Crake the Boarkiller, founder of House Crakehall	M	F	Age of Heroes		First Men		Crake	Crakehall		The Boarkiller	
The World of Ice and Fire	195	The Westerlands	Maester Yandel	Nicknamed, The Hooded Man, founder of House Banefort	M	F	Age of Heroes		First Men		?	Banefort		The Hooded Man	
The World of Ice and Fire	195	The Westerlands	Maester Yandel	Alan o' the Oak, the Blind Bowman, founder of House Yew	M	F	Age of Heroes		First Men		Alan	Yew		Alan o' the oak, The Blind Bowman	
The World of Ice and Fire	195	The Westerlands	Maester Yandel	Pate the Plowman, founder of House Moreland	M	F	Age of Heroes		First Men		Pate	Moreland		The Plowman	
The World of Ice and Fire	195	The Westerlands	Maester Yandel	Caster	M	F	Age of Heroes		First Men		Caster				
The World of Ice and Fire	195	The Westerlands	Maester Yandel	Lord Corlos Casterly, son of Caster, founder of House Casterly	M	F	Age of Heroes		First Men	Lord	Corlos	Casterly		Son of Caster	
The World of Ice and Fire	196	The Westerlands	Maester Yandel	King Loreon I Lannister, Loreon the Lion	M	H	Age of Heroes		First Men	King	Loreon	Lannister		Loreon the Lion, First Lannister king	I
The World of Ice and Fire	196	The Westerlands	Maester Yandel	King Morgon Banefort, the last Banefort king	M	H	Age of Heroes		First Men	King	Morgon	Banefort		The Hooded King	
The World of Ice and Fire	196	The Westerlands	Maester Yandel	King Tybolt Lannister, the Thunderbolt	M	H	Andal Invasion		First Men	King	Tybolt	Lannister		The Thunderbolt	
The World of Ice and Fire	196	The Westerlands	Maester Yandel	King Tyrion III Lannister	M	H	Andal Invasion		First Men	King	Tyrion	Lannister			III
The World of Ice and Fire	196	The Westerlands	Maester Yandel	King Gerold II Lannister	M	H	Andal Invasion		First Men	King	Gerold	Lannister			II
The World of Ice and Fire	196	The Westerlands	Maester Yandel	King Gerold III Lannister	M	H	Andal Invasion		First Men	King	Gerold	Lannister			III
The World of Ice and Fire	196	The Westerlands	Maester Yandel	Ser Joffrey Lydden, husband of Gerold III's only daughter and later know as King Joffrey Lannister	M	H	Andal Invasion		Andal	Ser, King	Joffrey	Lannister	Lydden		
The World of Ice and Fire	196	The Westerlands	Maester Yandel	King Cerion Lannister	M	H	Andal Invasion		Andal	King	Cerion	Lannister			
The World of Ice and Fire	196	The Westerlands	Maester Yandel	King Tommen I Lannister	M	H	Andal Invasion		Andal	King	Tommen	Lannister			I
The World of Ice and Fire	196	The Westerlands	Maester Yandel	King Loreon II Lannister	M	H	Andal Invasion		Andal	King	Loreon	Lannister			II
The World of Ice and Fire	197	The Westerlands	Maester Yandel	King Lancel I Lannister, Lancel the Lion	M	H	Andal Invasion		Andal	King	Lancel	Lannister		Lancel the Lion	I
The World of Ice and Fire	197	The Westerlands	Maester Yandel	King Loreon III Lannister, Loreon the Limp	M	H	Andal Invasion		Andal	King	Loreon	Lannister		Loreon the Limp	III
The World of Ice and Fire	197	The Westerlands	Maester Yandel	King Harrald, Harrald Halfdrowned	M	H	Andal Invasion		Ironborn	King	Harrald	?		Harrald Halfdrowned	
The World of Ice and Fire	197	The Westerlands	Maester Yandel	King Norwin Lannister, Norwin the Niggardly	M	H	Andal Invasion		?	King	Norwin	Lannister		Norwin the Niggardly	
The World of Ice and Fire	197	The Westerlands	Maester Yandel	King Loreon IV Lannister, Loreon the Lackwit	M	H	Andal Invasion		?	King	Loreon	Lannister		Loreon the Lackwit	IV
The World of Ice and Fire	197	The Westerlands	Maester Yandel	King Loreon V Lannister, Queen Lorea	M	H	Andal Invasion		?	King	Loreon	Lannister		Queen Lorea	V
The World of Ice and Fire	197	The Westerlands	Maester Yandel	King Tyrion II Lannister, the Tormentor	M	H	Andal Invasion		?	King	Tyrion	Lannister		The Tormentor	II
The World of Ice and Fire	197	The Westerlands	Maester Yandel	Triarch Marqelo Tagaros	M	H	Century of Blood		Volantene	Triarch of Volantis	Marqelo	Tagaros			
The World of Ice and Fire	198	House Lannister Under the Dragons	Maester Yandel	Lord Lyman Lannister	M	H	?	48 AC or after	Westermen	Lord	Lyman	Lannister			
The World of Ice and Fire	198	House Lannister Under the Dragons	Maester Yandel	Lord Tymond Lannister	M	H	?	101 AC or after	Westermen	Lord	Tymond	Lannister			
The World of Ice and Fire	198	House Lannister Under the Dragons	Maester Yandel	Lord Matthos Tyrell	M	H	?	101 AC or after	Reachmen	Lord	Matthos	Tyrell			
The World of Ice and Fire	198	House Lannister Under the Dragons	Maester Yandel	Ser Adrian Tarbeck	M	H	?	?	Westermen	Ser	Adrian	Tarbeck			
The World of Ice and Fire	199	House Lannister Under the Dragons	Maester Yandel	Lady Cerelle Lannister	F	H	209 AC	213 AC	Westermen	Lady	Cerelle	Lannister			
The World of Ice and Fire	199	House Lannister Under the Dragons	Maester Yandel	Ser Tywald Lannister	M	H	211 - 219 AC	233 AC	Westermen	Ser, Squire	Tywald	Lannister			
The World of Ice and Fire	199	House Lannister Under the Dragons	Maester Yandel	Ser Tion Lannister	M	H	211 - 219 AC	236 AC	Westermen	Ser, Squire	Tion	Lannister			
The World of Ice and Fire	199	House Lannister Under the Dragons	Maester Yandel	Ser Jason Lannister, brother of Tytos	M	H	229 AC	260 AC	Westermen	Ser	Jason	Lannister			
The World of Ice and Fire	199	House Lannister Under the Dragons	Maester Yandel	Lord Robert Reyne	M	H	?	233 AC	Westermen	Lord	Robert	Reyne			
The World of Ice and Fire	199	House Lannister Under the Dragons	Maester Yandel	Lady Jeyne Marbrand/Lannister	F	H	?	255 AC	Westermen	Lady	Jeyne	Lannister	Marbrand		
The World of Ice and Fire	199	House Lannister Under the Dragons	Maester Yandel	Lord Alyn Marbrand, father-in-law to Tytos Lannister	M	H	?	?	Westermen	Lord	Alyn	Marbrand			
The World of Ice and Fire	199	House Lannister Under the Dragons	Maester Yandel	Ser Reynard Reyne	M	H	?	261 AC	Westermen	Ser	Reynard	Reyne			
The World of Ice and Fire	200	House Lannister Under the Dragons	Maester Yandel	Nicknamed Lord Toad, the fool of Gerold the Golden	M	H	?	?	Westermen		?			Lord Toad	
The World of Ice and Fire	200	House Lannister Under the Dragons	Maester Yandel	Maester Beldon	M	H	?	?	?	Maester at Casterly Rock	Beldon				
The World of Ice and Fire	201	House Lannister Under the Dragons	Maester Yandel	Rohanne Tarbeck	F	H	240 AC	?	Westermen		Rohanne	Tarbeck			
The World of Ice and Fire	201	House Lannister Under the Dragons	Maester Yandel	Cyrelle Tarbeck	F	H	241 AC	?	Westermen		Cyrelle	Tarbeck			
The World of Ice and Fire	201	House Lannister Under the Dragons	Maester Yandel	Tion Tarbeck, the Red	M	H	242 AC	261 AC	Westermen		Tion	Tarbeck		The Red	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	John the Oak, the First Knight and ancestor of House Oakheart	M	F	Age of Heroes		First Men		John	Oakheart		The Oak, The First Knight	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Gilbert of the Vines, ancestor of House Redwyne	M	F	Age of Heroes		First Men		Gilbert	Redwyne		Of the Vines	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Florys the Fox	F	F	Age of Heroes		First Men		Florys			The Fox	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Maris the Maid, the Most Fair	F	F	Age of Heroes		First Men		Maris			The Maid, The Most Fair	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Argoth Stone-Skin, the Grey Giant	M	F	Age of Heroes		First Men		Argoth			The Grey Giant (It's not known if he was a human or a giant)	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	King Uthor of the High Tower	M	F	Age of Heroes		First Men	King	Uthor	Hightower			
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Foss the Archer, ancestor of House Fossoway	M	F	Age of Heroes		First Men		Foss	Fossoway		The Archer	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Brandon of the Bloody Blade	M	F	Age of Heroes		First Men		Brandon			Of the Bloody Blade	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Owen Oakenshield	M	F	Age of Heroes		First Men		Owen	Oakenshield			
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Harlon the Hunter, ancestor of House Tarly	M	F	Age of Heroes		First Men		Harlon			The Hunter	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Herndon of the Horn, ancestor of House Tarly	M	F	Age of Heroes		First Men		Herndon			Of the Horn	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Bors the Breaker, ancestor of House Bulwer	M	F	Age of Heroes		First Men		Bors	Bulwer		The Breaker	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Rose of Red Lake, ancestor of House Crane	F	F	Age of Heroes		First Men		Rose	Crane		Of Red Lake	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Ellyn Ever Sweet, ancestor of House Beesbury	F	F	Age of Heroes		First Men		Ellyn	Beesbury		Ever Sweet	
The World of Ice and Fire	208	Garth Greenhand	Maester Yandel	Rowan Gold-Tree, ancestor of House Rowan	F	F	Age of Heroes		First Men		Rowan	Rowan		Gold-Tree	
The World of Ice and Fire	209	Garth Greenhand	Maester Yandel	Garth the Gardener, ancestor of House Gardener	M	F	Age of Heroes		First Men		Garth	Gardener		The Gardener	
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	Davos the Dragonslayer	M	F	Age of Heroes		First Men	Ser	Davos			The Dragonslayer	
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	Roland of the Horn	M	F	Age of Heroes		First Men	Ser	Roland			Of the Horn	
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	Nicknamed, The Knight Without Armor	M	F	Age of Heroes		First Men	Ser	?			The Knight Without Armor	
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King Garth V Gardener, the Hammer of the Dornish	M	H	Age of Heroes		First Men	King	Garh	Gardener		The Hammer of the Dornish	V
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King Gwayne I Gardener, the Gallant	M	H	Age of Heroes		First Men	King	Gwayne	Gardener		The Gallant	I
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King Gyles I Gardener, the Woe	M	H	Age of Heroes		First Men	King	Gyles	Gardener		The Woe	I
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King Garth VI Gardener, the Morningstar	M	H	Age of Heroes		First Men	King	Garth	Gardener		The Morningstar	VI
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King Gordan I Gardener, Grey-Eyes	M	H	Age of Heroes		First Men	King	Gordan	Gardener		Grey-Eyes	I
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King Garth III Gardener, Garth the Great	M	H	Age of Heroes		First Men	King	Garth	Gardener		Garth the Great	III
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King Garland II Gardener, Garland the Bridegroom	M	H	Age of Heroes		First Men	King	Garland	Gardener		Garland the Bridegroom	II
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King Gwayne III Gardener, the Fat	M	H	Age of Heroes		First Men	King	Gwayne	Gardener		The Fat	III
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King John II Gardener, the Tall	M	H	Age of Heroes		First Men	King	John	Gardener		The Tall	II
The World of Ice and Fire	210	The Gardener Kings	Maester Yandel	King Ferris Fowler	M	H	Age of Heroes		First Men	King	Ferris	Fowler			
The World of Ice and Fire	211	Andals in the Reach	Maester Yandel	King Gwayne IV Gardener, the Gods-fearing	M	H	Andal Invasion		First Men	King	Gwayne	Gardener		The Gods-fearing	IV
The World of Ice and Fire	211	Andals in the Reach	Maester Yandel	King Mern II Gardener, Mern the Mason	M	H	Andal Invasion		First Men	King	Mern	Gardener		The Mason	II
The World of Ice and Fire	211	Andals in the Reach	Maester Yandel	King Mern III Gardener, the Madling	M	H	Andal Invasion		First Men	King	Mern	Gardener		The Madling	III
The World of Ice and Fire	211	Andals in the Reach	Maester Yandel	King Garth IX Gardener, 1st of the Three Sage Kings 	M	H	Andal Invasion		First Men	King	Garth	Gardener			IX
The World of Ice and Fire	211	Andals in the Reach	Maester Yandel	King Merle I Gardener, the Meek, 2nd of the Three Sage Kings 	M	H	Andal Invasion		First Men	King	Merle	Gardener		The Meek	I
The World of Ice and Fire	211	Andals in the Reach	Maester Yandel	King Gwayne V Gardener, 3rd and last of the Three Sage Kings 	M	H	Andal Invasion		Andal	King	Gwayne	Gardener			V
The World of Ice and Fire	211	Andals in the Reach	Maester Yandel	Ser Alester Tyrell	M	H	Andal Invasion		Andal	Ser	Alester	Tyrell			
The World of Ice and Fire	212	Andals in the Reach	Maester Yandel	King Garth X Gardener, Garth Greybeard	M	H	Andal Invasion		Reachmen	King	Garth	Gardener		Garth Greybeard	X
The World of Ice and Fire	212	Andals in the Reach	Maester Yandel	Ser Osmund Tyrell	M	H	Andal Invasion		Reachmen	Ser, High Steward	Osmund	Tyrell			
The World of Ice and Fire	212	Andals in the Reach	Maester Yandel	King Mern VI Gardener	M	H	Andal Invasion		Reachmen	King	Mern	Gardener			VI
The World of Ice and Fire	213	Andals in the Reach	Maester Yandel	Ser Robert Tyrell	M	H	Andal Invasion		Reachmen	Ser, High Steward	Robert	Tyrell			
The World of Ice and Fire	213	Andals in the Reach	Maester Yandel	Ser Lorent Tyrell	M	H	Andal Invasion		Reachmen	Ser, High Steward	Lorent	Tyrell			
The World of Ice and Fire	213	Andals in the Reach	Maester Yandel	King Garth XI Gardener, Garth the Painter	M	H	Andal Invasion		Reachmen	King	Garth	Gardener		Garth the Painter	XI
The World of Ice and Fire	213	Oldtown	Maester Yandel	Maester Jellicoe	M	H	?		?	Maester	Jellicoe				
The World of Ice and Fire	214	Oldtown	Maester Yandel	Archmaester Quillion	M	H	?		?	Archmaester	Quillion				
The World of Ice and Fire	214	Oldtown	Maester Yandel	Maester Theron, Theron Pyke	M	H	?		Ironborn	Maester	Theron	Pyke			
The World of Ice and Fire	215	Oldtown	Maester Yandel	King Samwell Dayne, the Starfire, he sacked Oldtown	M	H	?		Dornishmen	King	Samwell	Dayne		The Starfire	
The World of Ice and Fire	215	Oldtown	Maester Yandel	King Otho II Hightower	M	H	Age of Heroes		First Men	King	Otho	Hightower			II
The World of Ice and Fire	215	Oldtown	Maester Yandel	King Meryn III Gardener	M	H	Age of Heroes		First Men	King	Meryn	Gardener			III
The World of Ice and Fire	215	Oldtown	Maester Yandel	Lord Jeremy Hightower	M	H	Age of Heroes		First Men	Lord	Jeremy	Hightower			
The World of Ice and Fire	215	Oldtown	Maester Yandel	Lord Jason Hightower	M	H	Age of Heroes		First Men	Lord	Jason	Hightower			
The World of Ice and Fire	215	Oldtown	Maester Yandel	Lord Dorian Hightower	M	H	Andal Invasion		First Men	Lord	Dorian	Hightower			
The World of Ice and Fire	215	Oldtown	Maester Yandel	Lord Damon Hightower, the Devout	M	H	Andal Invasion		Andal	Lord	Damon	Hightower		The Devout	
The World of Ice and Fire	215	Oldtown	Maester Yandel	Septon Robeson, the 1st High Septon	M	H	Andal Invasion		Andal	Septon, High Septon	Robeson	?			
The World of Ice and Fire	215	Oldtown	Maester Yandel	Lord Triston Hightower	M	H	Andal Invasion		Andal	Lord	Triston	Hightower			
The World of Ice and Fire	216	Oldtown	Maester Yandel	Lord Barris Hightower	M	H	Andal Invasion		Andal	Lord	Barris	Hightower			
The World of Ice and Fire	216	Oldtown	Maester Yandel	Prince Peremore Hightower, the Twisted	M	H	Age of Heroes		First Men	Prince	Peremore	Hightower		The Twisted	
